Geneid	Chr	Start	End	Strand	Length	BC3R3
Gene_005433	Random_chr_010	130821	131474	+	653	1474
Gene_005434	Random_chr_010	131695	134935	+	3240	1504
Gene_005435	Random_chr_010	135024	135605	-	581	697
Gene_005436	Random_chr_010	135766	136476	-	710	123
Gene_005437	Random_chr_010	136662	136826	+	164	38.17
Gene_005438	Random_chr_010	137031	138783	-	1752	444.31
Gene_005439	Random_chr_010	140184	141687	+	1503	870
Gene_005440	Random_chr_010	141803	143365	-	1562	8385
Gene_005441	Random_chr_010	144036	145556	-	1520	30
Gene_005442	Random_chr_010	145647	146770	+	1123	139
Gene_005443	Random_chr_010	146822	149906	-	3084	77
Gene_005444	Random_chr_010	150109	151188	-	1079	1735.5
Gene_005445	Random_chr_010	151928	153080	-	1152	2
Gene_005446	Random_chr_010	153161	153439	-	278	0
Gene_005447	Random_chr_010	153828	155297	-	1469	25
Gene_005448	Random_chr_010	155479	157637	-	2158	1016
Gene_005449	Random_chr_010	157974	158901	+	927	946
Gene_005450	Random_chr_010	159275	164008	+	4733	3947
Gene_005451	Random_chr_010	165790	166588	-	798	3641
Gene_005452	Random_chr_010	167182	168327	-	1145	578
Gene_005453	Random_chr_010	168488	168954	+	466	34
Gene_005454	Random_chr_010	169182	171073	+	1891	70
Gene_005455	Random_chr_010	171138	172999	-	1861	3207
Gene_005456	Random_chr_010	173748	174967	-	1219	666
Gene_005457	Random_chr_010	176942	177012	+	70	0
Gene_005458	Random_chr_010	177404	178350	+	946	649
Gene_005459	Random_chr_010	178352	180639	-	2287	371
Gene_005460	Random_chr_010	180818	181033	-	215	126
Gene_005461	Random_chr_010	181523	181837	+	314	90
Gene_005462	Random_chr_010	182437	182667	+	230	855
Gene_005463	Random_chr_010	182762	186952	-	4190	1782
Gene_005464	Random_chr_010	187120	187986	-	866	15
Gene_005465	Random_chr_010	189928	192773	+	2845	1636
Gene_005466	Random_chr_010	193222	197469	+	4247	347
Gene_005467	Random_chr_010	197472	199493	-	2021	206
Gene_005468	Random_chr_010	199614	208392	-	8778	694
Gene_005469	Random_chr_010	208766	209104	+	338	960
Gene_005470	Random_chr_010	209186	210336	-	1150	1788
Gene_005471	Random_chr_010	210644	211180	+	536	359
Gene_005472	Random_chr_010	211314	212135	+	821	579
Gene_005473	Random_chr_010	212592	214823	+	2231	1607
Gene_005474	Random_chr_010	214916	215266	-	350	24
Gene_005475	Random_chr_010	218235	218794	+	559	1567
Gene_005476	Random_chr_010	219049	219864	+	815	609
Gene_005477	Random_chr_010	219866	220519	+	653	528
Gene_005478	Random_chr_010	221727	223430	-	1703	1502
Gene_005479	Random_chr_010	223711	225705	+	1994	2104
Gene_005480	Random_chr_010	225707	228481	-	2774	1340
Gene_005481	Random_chr_010	229657	230172	-	515	125
Gene_005482	Random_chr_010	231002	232609	-	1607	30
Gene_005483	Random_chr_010	234880	235346	-	466	2
Gene_005484	Random_chr_010	235622	236541	-	919	730
Gene_005485	Random_chr_010	236819	238152	+	1333	1282
Gene_005486	Random_chr_010	239142	242374	+	3232	10619
Gene_005487	Random_chr_010	242376	242860	-	484	0
Gene_005488	Random_chr_010	243140	245644	-	2504	0
Gene_005489	Random_chr_010	246033	246374	-	341	0
Gene_005490	Random_chr_010	246910	249506	+	2596	1646
Gene_005491	Random_chr_010	250589	251821	-	1232	14
Gene_005492	Random_chr_010	253390	257193	-	3803	27
Gene_005493	Random_chr_010	257241	258536	-	1295	249
Gene_005494	Random_chr_010	259170	260050	+	880	40
Gene_005495	Random_chr_010	260760	261691	+	931	87
Gene_005496	Random_chr_010	262412	263186	+	774	76
Gene_005497	Random_chr_010	263296	265700	+	2404	3
Gene_005498	Random_chr_010	266118	268186	+	2068	2682
Gene_005499	Random_chr_010	268961	269770	+	809	569
Gene_005500	Random_chr_010	270635	271450	+	815	1229
Gene_005501	Random_chr_010	271558	272716	+	1158	194
Gene_005502	Random_chr_010	272776	273279	-	503	3438
Gene_005503	Random_chr_010	273523	273966	-	443	246
Gene_005504	Random_chr_010	274220	275379	+	1159	821
Gene_005505	Random_chr_010	275424	277556	+	2132	3
Gene_005506	Random_chr_010	277721	279042	-	1321	1711
Gene_005507	Random_chr_010	279553	280038	-	485	1
Gene_005508	Random_chr_010	281870	283499	+	1629	818
Gene_005509	Random_chr_010	283883	285004	+	1121	27
Gene_005510	Random_chr_010	285137	285523	-	386	0
Gene_005511	Random_chr_010	285869	286623	-	754	136
Gene_005512	Random_chr_010	287026	288057	-	1031	1760
Gene_005513	Random_chr_010	288137	288697	+	560	360
Gene_005514	Random_chr_010	288699	289464	-	765	174
Gene_005515	Random_chr_010	289617	291071	-	1454	114
Gene_005516	Random_chr_010	291500	293488	+	1988	117
Gene_005517	Random_chr_010	293577	300055	-	6478	85
Gene_005518	Random_chr_010	300243	305045	-	4802	3451
Gene_005519	Random_chr_010	305306	305864	+	558	262
Gene_005520	Random_chr_010	306045	306503	-	458	2
Gene_005521	Random_chr_010	306740	307393	+	653	2
Gene_005522	Random_chr_010	308477	309398	-	921	0
Gene_005523	Random_chr_010	309978	311014	-	1036	0
Gene_005524	Random_chr_010	311947	312328	+	381	5
Gene_005525	Random_chr_010	312480	313366	+	886	21
Gene_005526	Random_chr_010	313672	314182	-	510	8489
Gene_005527	Random_chr_010	314354	317049	-	2695	3286
Gene_005528	Random_chr_010	317141	320414	+	3273	1135
Gene_005529	Random_chr_010	320501	321368	-	867	756
Gene_005530	Random_chr_010	322152	323447	-	1295	522
Gene_005531	Random_chr_010	323537	327699	-	4162	1932
Gene_005532	Random_chr_010	328472	328837	-	365	212
Gene_005533	Random_chr_010	329534	329606	-	72	0
Gene_005534	Random_chr_010	329616	329700	-	84	0
Gene_005535	Random_chr_010	329983	330870	-	887	602
Gene_005536	Random_chr_010	331160	332195	+	1035	360
Gene_005537	Random_chr_010	332197	333893	-	1696	552
Gene_005538	Random_chr_010	334332	334526	+	194	0
Gene_005539	Random_chr_010	334779	336222	-	1443	1062
Gene_005540	Random_chr_010	336603	347201	-	10598	602
Gene_005541	Random_chr_010	347203	349108	-	1905	303
Gene_005542	Random_chr_010	349110	349489	-	379	52
Gene_005543	Random_chr_010	350291	350920	+	629	24
Gene_005544	Random_chr_010	351054	351350	-	296	264
Gene_005545	Random_chr_010	351819	352892	+	1073	628.51
Gene_005546	Random_chr_010	353004	354077	-	1073	115.75
Gene_005547	Random_chr_010	354582	358430	-	3848	5518
Gene_005548	Random_chr_010	358727	359877	+	1150	239
Gene_005549	Random_chr_010	360109	361595	+	1486	393
Gene_005550	Random_chr_010	362191	362361	-	170	646
Gene_005551	Random_chr_010	362643	363583	-	940	104
Gene_005552	Random_chr_010	364443	367133	+	2690	4454
Gene_005553	Random_chr_010	367397	369256	-	1859	597
Gene_005554	Random_chr_010	369332	370712	+	1380	781
Gene_005555	Random_chr_010	370776	371879	-	1103	259
Gene_005556	Random_chr_010	371946	374599	-	2653	1378
Gene_005557	Random_chr_010	375994	377440	+	1446	3
Gene_005558	Random_chr_010	377536	377822	+	286	3
Gene_005559	Random_chr_010	378104	379092	+	988	696
Gene_005560	Random_chr_010	379119	380282	-	1163	387
Gene_005561	Random_chr_010	380405	381075	-	670	175
Gene_005562	Random_chr_010	381623	382783	+	1160	7
Gene_005563	Random_chr_010	383101	383639	-	538	73
Gene_005564	Random_chr_010	385631	385900	+	269	563
Gene_005565	Random_chr_010	385902	389018	+	3116	2666
Gene_005566	Random_chr_010	389021	389771	-	750	69
Gene_005567	Random_chr_010	389896	390249	-	353	112
Gene_005568	Random_chr_010	390356	392065	-	1709	1
Gene_005569	Random_chr_010	392169	393328	-	1159	232
Gene_005570	Random_chr_010	393567	394674	+	1107	464
Gene_005571	Random_chr_010	395312	395951	-	639	158
Gene_005572	Random_chr_010	396680	397121	+	441	157
Gene_005573	Random_chr_010	398255	401408	+	3153	1352
Gene_005574	Random_chr_010	405397	406836	+	1439	1782
Gene_005575	Random_chr_010	407940	410097	+	2157	2099
Gene_005576	Random_chr_010	410099	410763	-	664	125
Gene_005577	Random_chr_010	411366	413411	+	2045	6105
Gene_005578	Random_chr_010	413587	415390	+	1803	1066
Gene_005579	Random_chr_010	415739	419841	-	4102	1281
Gene_005580	Random_chr_010	422903	423060	-	157	0
Gene_005581	Random_chr_010	423186	424636	+	1450	0
Gene_005582	Random_chr_010	424930	426171	-	1241	750
Gene_005583	Random_chr_010	426326	429472	-	3146	1164
Gene_005584	Random_chr_010	429745	430671	+	926	955
Gene_005585	Random_chr_010	431186	432959	+	1773	66
Gene_005586	Random_chr_010	433093	437638	+	4545	146
Gene_005587	Random_chr_010	437959	438453	+	494	60
Gene_005588	Random_chr_010	438601	439185	+	584	68
Gene_005589	Random_chr_010	439484	440838	-	1354	50
Gene_005590	Random_chr_010	440996	441981	-	985	16
Gene_005591	Random_chr_010	442058	443363	-	1305	198
Gene_005592	Random_chr_010	443659	444583	+	924	359
Gene_005593	Random_chr_010	445439	445706	-	267	330
Gene_005594	Random_chr_010	446133	448762	-	2629	2
Gene_005595	Random_chr_010	449844	450899	+	1055	1
Gene_005596	Random_chr_010	451563	452165	+	602	199
Gene_005597	Random_chr_010	452402	452659	+	257	10
Gene_005598	Random_chr_010	452804	453082	+	278	26
Gene_005599	Random_chr_010	453223	454118	+	895	853
Gene_005600	Random_chr_010	456901	458253	+	1352	4
Gene_005601	Random_chr_010	458872	459806	+	934	1000
Gene_005602	Random_chr_010	459808	460983	-	1175	700
Gene_005603	Random_chr_010	461058	461871	-	813	338
Gene_005604	Random_chr_010	462096	464905	+	2809	938
Gene_005605	Random_chr_010	464907	466993	-	2086	100
Gene_005606	Random_chr_010	467376	468007	+	631	874
Gene_005607	Random_chr_010	469112	469899	-	787	200
Gene_005608	Random_chr_010	470280	472453	+	2173	1237
Gene_005609	Random_chr_010	472455	474381	-	1926	906
Gene_005610	Random_chr_010	474775	478399	+	3624	4672
Gene_005611	Random_chr_010	478462	478884	+	422	104
Gene_005612	Random_chr_010	478978	479898	+	920	523
Gene_005613	Random_chr_010	479901	480550	-	649	809
Gene_005614	Random_chr_010	480795	481148	+	353	155
Gene_005615	Random_chr_010	483092	484669	+	1577	368
Gene_005616	Random_chr_010	484747	485475	-	728	664
Gene_005617	Random_chr_010	485477	486040	-	563	428
Gene_005618	Random_chr_010	486156	487065	-	909	1220
Gene_005619	Random_chr_010	487124	487544	+	420	231
Gene_005620	Random_chr_010	487546	488054	+	508	286
Gene_005621	Random_chr_010	488056	488598	-	542	860
Gene_005622	Random_chr_010	489774	491401	-	1627	1089
Gene_005623	Random_chr_010	491707	493943	+	2236	2015
Gene_005624	Random_chr_010	493984	498537	-	4553	609
Gene_005625	Random_chr_010	498764	499501	-	737	511
Gene_005626	Random_chr_010	499583	500364	-	781	508
Gene_005627	Random_chr_010	500464	502168	-	1704	24
Gene_005628	Random_chr_010	502694	504063	-	1369	914
Gene_005629	Random_chr_010	504155	507570	+	3415	654
Gene_005630	Random_chr_010	507760	510219	+	2459	1315
Gene_005631	Random_chr_010	510411	511256	+	845	4
Gene_005632	Random_chr_010	511259	513583	-	2324	1509
Gene_005633	Random_chr_010	514633	515514	-	881	417
Gene_005634	Random_chr_010	515762	516466	+	704	2
Gene_005635	Random_chr_010	516813	517241	+	428	0
Gene_005636	Random_chr_010	517304	518912	-	1608	995
Gene_005637	Random_chr_010	519394	521758	+	2364	969
Gene_005638	Random_chr_010	521760	522786	-	1026	550
Gene_005639	Random_chr_010	522992	524000	-	1008	571
Gene_005640	Random_chr_010	524002	524593	-	591	209
Gene_005641	Random_chr_010	524764	526440	-	1676	1128
Gene_005642	Random_chr_010	526578	529005	+	2427	2119
Gene_005643	Random_chr_010	529055	529893	-	838	780
Gene_005644	Random_chr_010	530112	531840	+	1728	857
Gene_005645	Random_chr_010	534150	535893	-	1743	372
Gene_005646	Random_chr_010	537165	537482	-	317	121
Gene_005647	Random_chr_010	539320	540399	+	1079	10
Gene_005648	Random_chr_010	540578	542147	+	1569	2
Gene_005649	Random_chr_010	544332	544707	+	375	10
Gene_005650	Random_chr_010	545388	546220	+	832	594
Gene_005651	Random_chr_010	546474	547534	-	1060	29
Gene_005652	Random_chr_010	547853	550192	+	2339	721
Gene_005653	Random_chr_010	550262	551130	-	868	30
Gene_005654	Random_chr_010	551928	553277	+	1349	24
Gene_005655	Random_chr_010	553452	554042	-	590	111
Gene_005656	Random_chr_010	555031	555954	+	923	3
Gene_005657	Random_chr_010	556569	557381	+	812	67
Gene_005658	Random_chr_010	557524	557844	-	320	284
Gene_005659	Random_chr_010	559328	560700	-	1372	854
Gene_005660	Random_chr_010	561022	562630	-	1608	712
Gene_005661	Random_chr_010	563644	565317	+	1673	1477
Gene_005662	Random_chr_010	566089	566952	+	863	544
Gene_005663	Random_chr_010	567288	568733	+	1445	642
Gene_005664	Random_chr_010	568879	569709	-	830	95
Gene_005665	Random_chr_010	570233	570581	+	348	323
Gene_005666	Random_chr_010	570834	571227	-	393	1223
Gene_005667	Random_chr_010	571384	573931	+	2547	609
Gene_005668	Random_chr_010	574083	576274	+	2191	1313
Gene_005669	Random_chr_010	576276	576673	-	397	352
Gene_005670	Random_chr_010	576894	578934	+	2040	2570
Gene_005671	Random_chr_010	579039	581597	+	2558	456
Gene_005672	Random_chr_010	581720	582398	-	678	100
Gene_005673	Random_chr_010	582613	583271	+	658	2678
Gene_005674	Random_chr_010	583302	583730	-	428	224
Gene_005675	Random_chr_010	584831	587176	+	2345	1240
Gene_005676	Random_chr_010	587350	588298	+	948	548
Gene_005677	Random_chr_010	588375	589428	-	1053	13
Gene_005678	Random_chr_010	589733	591727	-	1994	1346
Gene_005679	Random_chr_010	591975	594498	-	2523	1125
Gene_005680	Random_chr_010	594500	594947	+	447	3
Gene_005681	Random_chr_010	596280	597158	-	878	1373
Gene_005682	Random_chr_010	597401	597899	+	498	678
Gene_005683	Random_chr_010	597901	601177	-	3276	91.5
Gene_005684	Random_chr_010	601976	605590	-	3614	624
Gene_005685	Random_chr_010	606354	607358	+	1004	870
Gene_005686	Random_chr_010	607604	608438	+	834	1009
Gene_005687	Random_chr_010	608483	609148	-	665	1179
Gene_005688	Random_chr_010	609429	614429	-	5000	1811
Gene_005689	Random_chr_010	614653	615642	-	989	518
Gene_005690	Random_chr_010	615688	616559	+	871	436
Gene_005691	Random_chr_010	616619	617395	+	776	706
Gene_005692	Random_chr_010	618325	619028	+	703	174
Gene_005693	Random_chr_010	619625	619801	+	176	5
Gene_005694	Random_chr_010	620574	621791	-	1217	10
Gene_005695	Random_chr_010	622027	623051	-	1024	94
Gene_005696	Random_chr_010	623206	623829	-	623	7
Gene_005697	Random_chr_010	624288	624479	+	191	1
Gene_005698	Random_chr_010	624625	625219	-	594	29
Gene_005699	Random_chr_010	625803	627053	-	1250	439
Gene_005700	Random_chr_010	627545	629470	+	1925	852
Gene_005701	Random_chr_010	629761	631818	+	2057	445
Gene_005702	Random_chr_010	631952	632122	-	170	0
Gene_005703	Random_chr_010	634305	634872	-	567	21
Gene_005704	Random_chr_010	635231	636330	+	1099	603
Gene_005705	Random_chr_010	636332	638511	+	2179	998
Gene_005706	Random_chr_010	638589	638831	-	242	0
Gene_005707	Random_chr_010	639264	639638	-	374	10
Gene_005708	Random_chr_010	639915	640967	+	1052	24
Gene_005709	Random_chr_010	641012	641341	-	329	2
Gene_005710	Random_chr_010	642738	644483	-	1745	145
Gene_005711	Random_chr_010	645275	645636	-	361	725
Gene_005712	Random_chr_010	646591	646806	+	215	4
Gene_005713	Random_chr_010	646970	647677	-	707	917
Gene_005714	Random_chr_010	647965	649202	+	1237	306
Gene_005715	Random_chr_010	649588	650630	+	1042	408
Gene_005716	Random_chr_010	650633	654875	-	4242	9511
Gene_005717	Random_chr_010	655430	656227	+	797	379
Gene_005718	Random_chr_010	657154	658287	+	1133	1272
Gene_005719	Random_chr_010	658328	660306	-	1978	1328
Gene_005720	Random_chr_010	661247	662030	+	783	1485
Gene_005721	Random_chr_010	662032	662699	-	667	569
Gene_005722	Random_chr_010	662805	663098	-	293	6
Gene_005723	Random_chr_010	664310	666541	+	2231	954
Gene_005724	Random_chr_010	666670	667330	+	660	521
Gene_005725	Random_chr_010	667332	668173	+	841	668
Gene_005726	Random_chr_010	668489	670040	-	1551	3579
Gene_005727	Random_chr_010	670270	671451	-	1181	469
Gene_005728	Random_chr_010	671453	671784	-	331	131
Gene_005729	Random_chr_010	672085	672708	+	623	4
Gene_005730	Random_chr_010	672745	673905	-	1160	1964
Gene_005731	Random_chr_010	674087	678482	-	4395	3188
Gene_005732	Random_chr_010	678679	679608	-	929	748
Gene_005733	Random_chr_010	679610	680134	-	524	299
Gene_005734	Random_chr_010	680295	681003	-	708	4
Gene_005735	Random_chr_010	681833	682699	+	866	212
Gene_005736	Random_chr_010	682942	683711	+	769	590
Gene_005737	Random_chr_010	683713	684792	+	1079	1049
Gene_005738	Random_chr_010	684829	688145	-	3316	1053
Gene_005739	Random_chr_010	688260	688992	+	732	1021
Gene_005740	Random_chr_010	689412	691311	-	1899	1301
Gene_005741	Random_chr_010	691449	692505	+	1056	596
Gene_005742	Random_chr_010	692787	696563	+	3776	1744
Gene_005743	Random_chr_010	696803	697383	+	580	569
Gene_005744	Random_chr_010	697385	699173	+	1788	1434
Gene_005745	Random_chr_010	699780	700412	-	632	32
Gene_005746	Random_chr_010	701782	702187	-	405	29
Gene_005747	Random_chr_010	702750	705031	-	2281	2003
Gene_005748	Random_chr_010	705033	705972	-	939	553
Gene_005749	Random_chr_010	706630	707301	-	671	0
Gene_005750	Random_chr_010	708819	709481	-	662	0
Gene_005751	Random_chr_010	709971	710669	+	698	0
Gene_005752	Random_chr_010	710919	713172	-	2253	705
Gene_005753	Random_chr_010	713411	715353	+	1942	432
Gene_005754	Random_chr_010	715598	717793	+	2195	1134
Gene_005755	Random_chr_010	717795	719519	-	1724	173
Gene_005756	Random_chr_010	719648	721526	-	1878	2452
Gene_005757	Random_chr_010	722005	722303	+	298	19
Gene_005758	Random_chr_010	722988	723704	+	716	74
Gene_005759	Random_chr_010	724897	726551	+	1654	2274
Gene_005760	Random_chr_010	726620	728576	-	1956	856
Gene_005761	Random_chr_010	728867	729996	+	1129	408
Gene_005762	Random_chr_010	730063	732456	-	2393	28
Gene_005763	Random_chr_010	732650	734521	+	1871	11
Gene_005764	Random_chr_010	735024	736125	-	1101	1179
Gene_005765	Random_chr_010	736542	740626	+	4084	1752
Gene_005766	Random_chr_010	740697	741110	+	413	851
Gene_005767	Random_chr_010	741500	741964	+	464	333
Gene_005768	Random_chr_010	743586	745033	-	1447	777
Gene_005769	Random_chr_010	745615	746625	+	1010	55
Gene_005770	Random_chr_010	747426	749056	+	1630	719
Gene_005771	Random_chr_010	749058	749609	-	551	548
Gene_005772	Random_chr_010	750127	750714	-	587	185
Gene_005773	Random_chr_010	751218	753380	+	2162	1395
Gene_005774	Random_chr_010	753417	756718	-	3301	9
Gene_005775	Random_chr_010	756937	758416	-	1479	0
Gene_005776	Random_chr_010	758595	759101	-	506	261
Gene_005777	Random_chr_010	759262	760008	-	746	1
Gene_005778	Random_chr_010	760217	760719	+	502	153
Gene_005779	Random_chr_010	760839	762026	-	1187	663
Gene_005780	Random_chr_010	762028	764349	-	2321	1200
Gene_005781	Random_chr_010	764680	766210	+	1530	541
Gene_005782	Random_chr_010	766212	767433	+	1221	691
Gene_005783	Random_chr_010	769072	770765	-	1693	300
Gene_005784	Random_chr_010	770820	772163	+	1343	612
Gene_005785	Random_chr_010	772206	773255	-	1049	26
Gene_005786	Random_chr_010	773335	775011	-	1676	1629
Gene_005787	Random_chr_010	775431	775921	+	490	311
Gene_005788	Random_chr_010	776392	778103	+	1711	14
Gene_005789	Random_chr_010	778582	780734	+	2152	992
Gene_005790	Random_chr_010	780823	782143	-	1320	450
Gene_005791	Random_chr_010	782741	783058	+	317	487
Gene_005792	Random_chr_010	783236	788322	+	5086	1984
Gene_005793	Random_chr_010	788934	791414	-	2480	1672
Gene_005794	Random_chr_010	791480	793251	+	1771	2072
Gene_005795	Random_chr_010	793441	794610	+	1169	141
Gene_005796	Random_chr_010	794760	795919	+	1159	118
Gene_005797	Random_chr_010	795921	796826	-	905	720
Gene_005798	Random_chr_010	796967	797616	-	649	13
Gene_005799	Random_chr_010	797693	799205	-	1512	34
Gene_005800	Random_chr_010	799628	799843	+	215	46
Gene_005801	Random_chr_010	799977	800245	+	268	24
Gene_005802	Random_chr_010	800247	801121	-	874	1062
Gene_005803	Random_chr_010	801436	802813	-	1377	380
Gene_005804	Random_chr_010	803815	804577	-	762	0
Gene_005805	Random_chr_010	804654	806605	-	1951	979
Gene_005806	Random_chr_010	806607	807030	-	423	280
Gene_005807	Random_chr_010	808026	808853	+	827	0
Gene_005808	Random_chr_011	83	247	-	164	0.33
Gene_005809	Random_chr_011	661	1194	+	533	0
Gene_005810	Random_chr_011	2192	2500	+	308	0
Gene_005811	Random_chr_011	2842	3066	+	224	0
Gene_005812	Random_chr_011	3583	4555	+	972	1
Gene_005813	Random_chr_011	11764	12091	+	327	0
Gene_005814	Random_chr_011	12172	13167	-	995	34
Gene_005815	Random_chr_011	18274	20788	+	2514	109
Gene_005816	Random_chr_011	20992	23166	-	2174	15
Gene_005817	Random_chr_011	23400	25049	-	1649	660
Gene_005818	Random_chr_011	25790	26812	+	1022	103
Gene_005819	Random_chr_011	28361	29383	+	1022	1
Gene_005820	Random_chr_011	30461	31364	+	903	1
Gene_005821	Random_chr_011	31901	33725	+	1824	2179
Gene_005822	Random_chr_011	33839	34735	-	896	1609
Gene_005823	Random_chr_011	34992	35800	-	808	1450
Gene_005824	Random_chr_011	36688	37191	+	503	316
Gene_005825	Random_chr_011	37559	51483	+	13924	2549
Gene_005826	Random_chr_011	51485	52553	-	1068	834
Gene_005827	Random_chr_011	53279	56352	-	3073	315.5
Gene_005828	Random_chr_011	57700	57816	+	116	0
Gene_005829	Random_chr_011	57916	59272	+	1356	105
Gene_005830	Random_chr_011	59552	60576	-	1024	376
Gene_005831	Random_chr_011	61771	62853	+	1082	17
Gene_005832	Random_chr_011	63364	65269	+	1905	1591
Gene_005833	Random_chr_011	65562	68817	+	3255	1121
Gene_005834	Random_chr_011	69110	69841	+	731	490
Gene_005835	Random_chr_011	69955	70915	+	960	512
Gene_005836	Random_chr_011	70917	71585	+	668	511
Gene_005837	Random_chr_011	71587	72227	-	640	5
Gene_005838	Random_chr_011	72273	72696	+	423	22
Gene_005839	Random_chr_011	72808	73278	-	470	0
Gene_005840	Random_chr_011	73594	87059	-	13465	1490
Gene_005841	Random_chr_011	87061	89581	-	2520	4164
Gene_005842	Random_chr_011	89839	91101	+	1262	718
Gene_005843	Random_chr_011	91129	93560	-	2431	156
Gene_005844	Random_chr_011	93651	94079	-	428	66
Gene_005845	Random_chr_011	94233	97152	+	2919	51
Gene_005846	Random_chr_011	97245	98642	+	1397	18
Gene_005847	Random_chr_011	98875	101214	+	2339	6343
Gene_005848	Random_chr_011	101216	102046	-	830	4
Gene_005849	Random_chr_011	102654	103126	-	472	1
Gene_005850	Random_chr_011	103951	104745	-	794	2
Gene_005851	Random_chr_011	104827	106662	-	1835	6
Gene_005852	Random_chr_011	107373	109171	+	1798	2
Gene_005853	Random_chr_011	109789	110453	+	664	9
Gene_005854	Random_chr_011	110721	113361	-	2640	1678
Gene_005855	Random_chr_011	115920	117586	-	1666	2950
Gene_005856	Random_chr_011	117636	118813	-	1177	1067
Gene_005857	Random_chr_011	118928	120370	-	1442	8
Gene_005858	Random_chr_011	120881	122751	+	1870	2410
Gene_005859	Random_chr_011	122834	124083	-	1249	376
Gene_005860	Random_chr_011	124152	126065	+	1913	1037
Gene_005861	Random_chr_011	126329	133190	+	6861	127
Gene_005862	Random_chr_011	133274	135340	-	2066	513
Gene_005863	Random_chr_011	135528	137153	-	1625	662
Gene_005864	Random_chr_011	137722	138843	+	1121	141
Gene_005865	Random_chr_011	139591	142073	-	2482	4108
Gene_005866	Random_chr_011	142402	143135	-	733	10.5
Gene_005867	Random_chr_011	143917	144096	+	179	3.5
Gene_005868	Random_chr_011	144758	145301	+	543	664
Gene_005869	Random_chr_011	145353	146880	+	1527	991
Gene_005870	Random_chr_011	146903	148041	-	1138	1
Gene_005871	Random_chr_011	148098	148862	+	764	0
Gene_005872	Random_chr_011	149294	150949	-	1655	2393
Gene_005873	Random_chr_011	151216	153394	-	2178	370
Gene_005874	Random_chr_011	153568	154361	-	793	567
Gene_005875	Random_chr_011	154839	157511	+	2672	1699
Gene_005876	Random_chr_011	157569	157910	-	341	264
Gene_005877	Random_chr_011	158496	159199	+	703	169
Gene_005878	Random_chr_011	159481	161001	+	1520	88
Gene_005879	Random_chr_011	161980	163173	-	1193	1018
Gene_005880	Random_chr_011	163875	164538	+	663	4275
Gene_005881	Random_chr_011	164540	165259	-	719	1199
Gene_005882	Random_chr_011	165296	165916	+	620	218
Gene_005883	Random_chr_011	165990	166203	-	213	7
Gene_005884	Random_chr_011	166378	167328	-	950	3
Gene_005885	Random_chr_011	167483	169119	-	1636	188
Gene_005886	Random_chr_011	169254	171265	+	2011	382
Gene_005887	Random_chr_011	171363	171947	+	584	311
Gene_005888	Random_chr_011	172074	172932	+	858	1230
Gene_005889	Random_chr_011	173147	174155	+	1008	918
Gene_005890	Random_chr_011	174345	177374	-	3029	938
Gene_005891	Random_chr_011	177875	179294	+	1419	983
Gene_005892	Random_chr_011	179482	179886	+	404	145
Gene_005893	Random_chr_011	180151	180791	-	640	162
Gene_005894	Random_chr_011	181111	182071	+	960	317
Gene_005895	Random_chr_011	182074	182600	+	526	239
Gene_005896	Random_chr_011	182703	183368	-	665	884
Gene_005897	Random_chr_011	183479	187871	+	4392	1227
Gene_005898	Random_chr_011	187873	188891	-	1018	2745
Gene_005899	Random_chr_011	189303	190108	+	805	784
Gene_005900	Random_chr_011	190488	191882	+	1394	1893
Gene_005901	Random_chr_011	191932	192425	+	493	1559
Gene_005902	Random_chr_011	192564	193163	+	599	563
Gene_005903	Random_chr_011	193205	195365	-	2160	5
Gene_005904	Random_chr_011	195787	196242	-	455	0
Gene_005905	Random_chr_011	197136	197714	-	578	0
Gene_005906	Random_chr_011	197853	198509	+	656	0
Gene_005907	Random_chr_011	198995	200651	+	1656	2138
Gene_005908	Random_chr_011	201794	203765	+	1971	712
Gene_005909	Random_chr_011	203890	205269	+	1379	1
Gene_005910	Random_chr_011	205423	206041	+	618	49
Gene_005911	Random_chr_011	206267	209186	-	2919	2596
Gene_005912	Random_chr_011	209488	211017	+	1529	439
Gene_005913	Random_chr_011	211090	212040	-	950	668
Gene_005914	Random_chr_011	212121	213650	+	1529	2
Gene_005915	Random_chr_011	213786	214999	-	1213	1176
Gene_005916	Random_chr_011	215610	217951	+	2341	982
Gene_005917	Random_chr_011	218533	219102	-	569	3
Gene_005918	Random_chr_011	219633	220139	-	506	85
Gene_005919	Random_chr_011	220558	221621	+	1063	782
Gene_005920	Random_chr_011	222181	223021	+	840	954
Gene_005921	Random_chr_011	223257	223873	-	616	405
Gene_005922	Random_chr_011	224006	224887	+	881	27
Gene_005923	Random_chr_011	225255	225818	-	563	55
Gene_005924	Random_chr_011	226458	227560	+	1102	1080
Gene_005925	Random_chr_011	227562	228159	+	597	66
Gene_005926	Random_chr_011	228924	229355	+	431	3436
Gene_005927	Random_chr_011	229492	229847	+	355	0
Gene_005928	Random_chr_011	230620	231042	+	422	1
Gene_005929	Random_chr_011	231345	231982	+	637	34
Gene_005930	Random_chr_011	232168	232445	+	277	23
Gene_005931	Random_chr_011	232447	235304	-	2857	5575
Gene_005932	Random_chr_011	236691	238453	+	1762	698
Gene_005933	Random_chr_011	238592	239206	+	614	1401
Gene_005934	Random_chr_011	239248	239748	-	500	812
